,CodeRoute,Latitude,Longitude,Altitude,Date,Speed,TimeDifference,Distance,FileName,CumTimeDiff,VideoFrame
3273,taxi_234,41.905888386517205,12.4896919588169,0.0,2014-02-01 00:12:01+00:00,3.174023757018567,20,63.48047514037134,,711,85
3274,taxi_234,41.906209969190996,12.4901889057304,0.0,2014-02-01 00:12:11+00:00,5.455819016048748,10,54.55819016048748,,721,86
3275,taxi_234,41.906209969190996,12.4901889057304,0.0,"1868   2014-02-01 00:12:19+00:00
Name: Date, dtype: datetime64[ns, UTC]",0.0,8,0.0,,729,87
3276,taxi_234,41.906209969190996,12.4901889057304,0.0,"1868   2014-02-01 00:12:27+00:00
Name: Date, dtype: datetime64[ns, UTC]",0.0,8,0.0,,737,88
3277,taxi_234,41.906209969190996,12.4901889057304,0.0,2014-02-01 00:12:31+00:00,0.0,20,0.0,,741,89
3278,taxi_234,41.90684291326488,12.490022793062094,0.0,"1869   2014-02-01 00:12:39+00:00
Name: Date, dtype: datetime64[ns, UTC]",8.518470206824926,8,71.64033443939763,,749,90
3279,taxi_234,41.9076367409659,12.4898130591831,0.0,2014-02-01 00:12:50+00:00,8.518470206824926,19,161.8509339296736,,760,91
3280,taxi_234,41.9091268781664,12.4885404293401,0.0,2014-02-01 00:13:00+00:00,19.6550722620285,10,196.550722620285,,770,92
3281,taxi_234,41.909712026144,12.489212259958599,0.0,2014-02-01 00:13:11+00:00,7.788902975870382,11,85.6779327345742,,781,93
3282,taxi_234,41.900400868939705,12.4806424021388,0.0,2014-02-01 00:13:20+00:00,139.6003635501956,9,1256.4032719517604,,790,94
3283,taxi_234,41.90877293619771,12.488516714099088,0.0,"1873   2014-02-01 00:13:28+00:00
Name: Date, dtype: datetime64[ns, UTC]",135.1348987986274,8,1136.4844988964564,,798,95
3284,taxi_234,41.9103341571731,12.4900191912553,0.0,2014-02-01 00:13:30+00:00,135.1348987986274,10,1351.348987986274,,800,96
3285,taxi_234,41.910971078174,12.491119188751302,0.0,2014-02-01 00:13:41+00:00,10.496370804774616,11,115.46007885252078,,811,97
3286,taxi_234,41.91139104019326,12.491642397561915,0.0,"1875   2014-02-01 00:13:49+00:00
Name: Date, dtype: datetime64[ns, UTC]",7.576593174990889,8,63.71914860167338,,819,98
3287,taxi_234,41.911967580870794,12.492365311280999,0.0,2014-02-01 00:14:01+00:00,7.57659317499089,20,151.5318634998178,,831,99
3288,taxi_234,41.9119934867028,12.492376786802401,0.0,2014-02-01 00:14:11+00:00,0.3036471710339742,10,3.0364717103397423,,841,100
